x	y	z	ts
-0,887737	-4,919643	8,609376	2021-05-18T22:12:37:202
-0,892523	-4,869394	8,621340	2021-05-18T22:12:37:219
-0,784846	-4,819145	8,635696	2021-05-18T22:12:37:243
-0,847059	-4,890929	8,669197	2021-05-18T22:12:37:259
-0,820738	-4,852644	8,549555	2021-05-18T22:12:37:281
-0,720240	-4,807181	8,659625	2021-05-18T22:12:37:300
-0,820738	-4,795217	8,616554	2021-05-18T22:12:37:323
-0,849452	-4,845466	8,662018	2021-05-18T22:12:37:339
-0,832702	-4,845466	8,602197	2021-05-18T22:12:37:362
-0,839881	-4,840680	8,606983	2021-05-18T22:12:37:379
-0,832702	-4,835894	8,609376	2021-05-18T22:12:37:403
-0,830309	-4,843073	8,659625	2021-05-18T22:12:37:419
-0,854238	-4,871787	8,642875	2021-05-18T22:12:37:442
-0,861416	-4,898108	8,650054	2021-05-18T22:12:37:459
-0,863809	-4,874180	8,628519	2021-05-18T22:12:37:483
-0,873380	-4,850252	8,659625	2021-05-18T22:12:37:499
-0,842274	-4,807181	8,633304	2021-05-18T22:12:37:522
-0,837488	-4,764110	8,666803	2021-05-18T22:12:37:539
-0,909273	-4,890929	8,614161	2021-05-18T22:12:37:563
-0,890130	-4,878965	8,559127	2021-05-18T22:12:37:579
-0,813560	-4,895715	8,580662	2021-05-18T22:12:37:602
-0,830309	-4,876573	8,616554	2021-05-18T22:12:37:619
-0,815953	-4,828716	8,635696	2021-05-18T22:12:37:643
-0,780060	-4,809574	8,630912	2021-05-18T22:12:37:659
-0,851845	-4,816752	8,616554	2021-05-18T22:12:37:682
-0,837488	-4,804788	8,604590	2021-05-18T22:12:37:699
-0,885344	-4,893322	8,606983	2021-05-18T22:12:37:723
-0,792024	-4,857430	8,618947	2021-05-18T22:12:37:739
-0,823131	-4,809574	8,614161	2021-05-18T22:12:37:762
-0,777667	-4,823930	8,628519	2021-05-18T22:12:37:779
-0,870987	-4,919643	8,662018	2021-05-18T22:12:37:804
-0,880559	-4,802395	8,616554	2021-05-18T22:12:37:819
-0,878166	-4,819145	8,664411	2021-05-18T22:12:37:842
-0,827917	-4,788038	8,628519	2021-05-18T22:12:37:860
-0,835095	-4,835894	8,659625	2021-05-18T22:12:37:885
-0,878166	-4,788038	8,638089	2021-05-18T22:12:37:899
-0,835095	-4,852644	8,628519	2021-05-18T22:12:37:923
-0,923629	-4,847858	8,602197	2021-05-18T22:12:37:940
-0,861416	-4,855037	8,616554	2021-05-18T22:12:37:964
-0,842274	-4,804788	8,638089	2021-05-18T22:12:37:980
-0,890130	-4,857430	8,635696	2021-05-18T22:12:38:2
-0,873380	-4,845466	8,671589	2021-05-18T22:12:38:20
-0,820738	-4,874180	8,611769	2021-05-18T22:12:38:44
-0,882952	-4,807181	8,575876	2021-05-18T22:12:38:60
-0,863809	-4,826324	8,671589	2021-05-18T22:12:38:82
-0,870987	-4,792823	8,647661	2021-05-18T22:12:38:100
-0,849452	-4,790431	8,628519	2021-05-18T22:12:38:135
-0,851845	-4,778467	8,642875	2021-05-18T22:12:38:150
-0,806381	-4,831109	8,671589	2021-05-18T22:12:38:166
-0,832702	-4,838287	8,580662	2021-05-18T22:12:38:181
-0,835095	-4,816752	8,602197	2021-05-18T22:12:38:204
-0,825524	-4,878965	8,664411	2021-05-18T22:12:38:220
-0,870987	-4,931608	8,609376	2021-05-18T22:12:38:242
-0,985843	-4,840680	8,683553	2021-05-18T22:12:38:271
-0,868595	-4,790431	8,666803	2021-05-18T22:12:38:283
-0,854238	-4,728218	8,635696	2021-05-18T22:12:38:301
-0,796810	-4,859823	8,635696	2021-05-18T22:12:38:323
-0,827917	-4,876573	8,566305	2021-05-18T22:12:38:340
-0,861416	-4,828716	8,669197	2021-05-18T22:12:38:364
-0,928415	-4,833502	8,645268	2021-05-18T22:12:38:380
-0,897308	-4,847858	8,669197	2021-05-18T22:12:38:403
-0,926022	-4,845466	8,645268	2021-05-18T22:12:38:420
-0,878166	-4,855037	8,662018	2021-05-18T22:12:38:444
-0,830309	-4,802395	8,640482	2021-05-18T22:12:38:461
-0,801596	-4,819145	8,657232	2021-05-18T22:12:38:483
-0,801596	-4,847858	8,623734	2021-05-18T22:12:38:500
-0,806381	-4,874180	8,647661	2021-05-18T22:12:38:524
-0,897308	-4,886144	8,587841	2021-05-18T22:12:38:540
-0,854238	-4,845466	8,635696	2021-05-18T22:12:38:563
-0,863809	-4,819145	8,657232	2021-05-18T22:12:38:580
-0,849452	-4,797609	8,599805	2021-05-18T22:12:38:604
-0,847059	-4,847858	8,628519	2021-05-18T22:12:38:620
-0,823131	-4,886144	8,599805	2021-05-18T22:12:38:643
-0,851845	-4,886144	8,640482	2021-05-18T22:12:38:661
-0,914058	-4,871787	8,647661	2021-05-18T22:12:38:684
-0,873380	-4,845466	8,659625	2021-05-18T22:12:38:702
-0,897308	-4,800002	8,654840	2021-05-18T22:12:38:723
-0,854238	-4,785645	8,568698	2021-05-18T22:12:38:740
-0,765703	-4,790431	8,642875	2021-05-18T22:12:38:764
-0,780060	-4,917251	8,628519	2021-05-18T22:12:38:781
-0,823131	-4,922036	8,618947	2021-05-18T22:12:38:803
-0,926022	-4,833502	8,621340	2021-05-18T22:12:38:821
-1,002593	-4,797609	8,614161	2021-05-18T22:12:38:844
-0,887737	-4,838287	8,673983	2021-05-18T22:12:38:861
-0,832702	-4,843073	8,583055	2021-05-18T22:12:38:883
-0,847059	-4,847858	8,630912	2021-05-18T22:12:38:901
-0,806381	-4,902894	8,583055	2021-05-18T22:12:38:924
-0,870987	-4,847858	8,669197	2021-05-18T22:12:38:941
-0,875773	-4,888536	8,618947	2021-05-18T22:12:38:963
-0,856631	-4,857430	8,695518	2021-05-18T22:12:38:981
-0,969093	-4,728218	8,702696	2021-05-18T22:12:39:5
-0,935594	-4,701896	8,669197	2021-05-18T22:12:39:21
-0,784846	-4,802395	8,599805	2021-05-18T22:12:39:43
-0,763310	-4,929214	8,592626	2021-05-18T22:12:39:61
-0,827917	-4,972286	8,602197	2021-05-18T22:12:39:84
-0,832702	-4,912465	8,654840	2021-05-18T22:12:39:101
-0,902094	-4,783253	8,652447	2021-05-18T22:12:39:123
-0,882952	-4,768896	8,616554	2021-05-18T22:12:39:141
-0,811167	-4,847858	8,590233	2021-05-18T22:12:39:165
-0,866202	-4,936393	8,623734	2021-05-18T22:12:39:181
-0,830309	-4,898108	8,609376	2021-05-18T22:12:39:203
-0,863809	-4,878965	8,621340	2021-05-18T22:12:39:221
-0,792024	-4,871787	8,590233	2021-05-18T22:12:39:245
-0,780060	-4,752146	8,645268	2021-05-18T22:12:39:261
-0,818345	-4,809574	8,614161	2021-05-18T22:12:39:283
-0,815953	-4,857430	8,614161	2021-05-18T22:12:39:302
-0,844666	-4,833502	8,659625	2021-05-18T22:12:39:325
-0,859023	-4,890929	8,633304	2021-05-18T22:12:39:341
-0,751346	-4,833502	8,645268	2021-05-18T22:12:39:364
-0,823131	-4,843073	8,671589	2021-05-18T22:12:39:381
